sentence,label
this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought .,Negative
"after sitting through this sloppy , made-for-movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .",Negative
an imponderably stilted and self-consciously arty movie .,Negative
"will probably stay in the shadow of its two older , more accessible qatsi siblings .",Negative
"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world 's most generic rock star .",Negative
"' . . . a great , participatory spectator sport . '",Positive
troubling and powerful .,Positive
a diverse and astonishingly articulate cast of palestinian and israeli children .,Positive
"unspeakable , of course , barely begins to describe the plot and its complications . vulgar is too optimistic a title .",Negative
"a lot of talent is wasted in this crass , low-wattage endeavor .",Negative
"as befits its title , this pg-13-rated piffle is ultimately as threatening as the snuggle fabric softener bear .",Negative
there ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,Negative
dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .,Positive
a relative letdown .,Negative
most of the dialogue made me want to pack raw dough in my ears .,Negative
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .",Negative
"an important movie , a reminder of the power of film to move us and to make us examine our values .",Positive
shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors . . .,Negative
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen .",Positive
"though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",Negative
"despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",Negative
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",Negative
what `` empire `` lacks in depth it makes up for with its heart .,Positive
"a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",Negative
"some movies suck you in despite their flaws , and heaven is one such beast .",Positive
"witty , contemplative , and sublimely beautiful .",Positive
a small movie with a big heart .,Positive
' [ the cockettes ] provides a window into a subculture hell-bent on expressing itself in every way imaginable . ',Positive
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,Positive
"if you 're part of her targeted audience , you 'll cheer . otherwise , maybe .",Positive
an incredibly clever and superbly paced caper filled with scams within scams within scams .,Positive
what 's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best .,Negative
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,Negative
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .",Negative
